tile_id,disaster,damage_ratio,has_gt_damage,gt_pixels,pred_pixels,tp,fp,fn,tn,dice,iou,fpr_on_empty
socal-fire_00000631_post_disaster_r768_c512,socal-fire,0.0191497802734375,True,1255,988,794,194,461,64087,0.7079803834150691,0.5479641131815045,
socal-fire_00000657_post_disaster_r512_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000657_post_disaster_r512_c768,socal-fire,0.1053314208984375,True,6903,6482,4770,1712,2133,56921,0.7127381397086291,0.5536854323853744,
socal-fire_00000657_post_disaster_r768_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000657_post_disaster_r768_c768,socal-fire,0.2066650390625,True,13544,10562,9246,1316,4298,50676,0.7671119223429852,0.622207267833109,
socal-fire_00000665_post_disaster_r512_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000665_post_disaster_r768_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000666_post_disaster_r0_c0,socal-fire,0.01025390625,True,672,922,654,268,18,64596,0.820577164366374,0.6957446808510638,
socal-fire_00000666_post_disaster_r0_c256,socal-fire,0.0453338623046875,True,2971,2323,2161,162,810,62403,0.8163959199093314,0.6897542291733163,
socal-fire_00000666_post_disaster_r256_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000666_post_disaster_r256_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000666_post_disaster_r512_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000666_post_disaster_r768_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000692_post_disaster_r0_c512,socal-fire,0.0322265625,True,2112,2149,1762,387,350,63037,0.8270359070640695,0.7050820328131252,
socal-fire_00000692_post_disaster_r0_c768,socal-fire,0.02020263671875,True,1324,1643,1025,618,299,63594,0.6909336029659588,0.527806385169928,
socal-fire_00000692_post_disaster_r256_c256,socal-fire,0.070556640625,True,4624,4871,3539,1332,1085,59580,0.745444971037388,0.5941907320349228,
socal-fire_00000692_post_disaster_r256_c512,socal-fire,0.074188232421875,True,4862,5055,3819,1236,1043,59438,0.7701925985681154,0.6262709084945884,
socal-fire_00000692_post_disaster_r512_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000692_post_disaster_r512_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000692_post_disaster_r768_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000692_post_disaster_r768_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000697_post_disaster_r0_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000697_post_disaster_r0_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000697_post_disaster_r0_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000697_post_disaster_r256_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000704_post_disaster_r0_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000725_post_disaster_r768_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000744_post_disaster_r512_c256,socal-fire,0.0,False,0,21,0,21,0,65515,,,0.0003204345703125
socal-fire_00000744_post_disaster_r512_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000744_post_disaster_r768_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000757_post_disaster_r256_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000757_post_disaster_r256_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000757_post_disaster_r768_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000769_post_disaster_r0_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000769_post_disaster_r256_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000769_post_disaster_r768_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000770_post_disaster_r256_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000770_post_disaster_r512_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000770_post_disaster_r512_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000770_post_disaster_r512_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000776_post_disaster_r0_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000776_post_disaster_r512_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000820_post_disaster_r0_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000820_post_disaster_r256_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000820_post_disaster_r512_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000820_post_disaster_r768_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000821_post_disaster_r256_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000821_post_disaster_r512_c0,socal-fire,0.03363037109375,True,2204,0,0,0,2204,63332,0.0,0.0,
socal-fire_00000821_post_disaster_r512_c256,socal-fire,0.030914306640625,True,2026,995,664,331,1362,63179,0.4395895398874545,0.28171404327535005,
socal-fire_00000821_post_disaster_r512_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000821_post_disaster_r768_c0,socal-fire,0.121368408203125,True,7954,7113,5501,1612,2453,55970,0.7302050839583195,0.5750574952958394,
socal-fire_00000821_post_disaster_r768_c256,socal-fire,0.0223388671875,True,1464,879,275,604,1189,63468,0.2347417840375587,0.13297872340425532,
socal-fire_00000821_post_disaster_r768_c512,socal-fire,0.069366455078125,True,4546,5551,3602,1949,944,59041,0.7134792512627514,0.5545804464973056,
socal-fire_00000835_post_disaster_r0_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000835_post_disaster_r256_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000835_post_disaster_r768_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000838_post_disaster_r256_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000838_post_disaster_r512_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000838_post_disaster_r768_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000852_post_disaster_r0_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000852_post_disaster_r256_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000858_post_disaster_r256_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000858_post_disaster_r512_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000858_post_disaster_r512_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000891_post_disaster_r0_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000891_post_disaster_r256_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000912_post_disaster_r0_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000912_post_disaster_r256_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000912_post_disaster_r768_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000912_post_disaster_r768_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000912_post_disaster_r768_c512,socal-fire,0.03472900390625,True,2276,0,0,0,2276,63260,0.0,0.0,
socal-fire_00000912_post_disaster_r768_c768,socal-fire,0.0,False,0,42,0,42,0,65494,,,0.000640869140625
socal-fire_00000916_post_disaster_r0_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000916_post_disaster_r0_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000916_post_disaster_r768_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000926_post_disaster_r0_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000931_post_disaster_r512_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000931_post_disaster_r768_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000931_post_disaster_r768_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000952_post_disaster_r768_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000964_post_disaster_r0_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000964_post_disaster_r256_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000964_post_disaster_r512_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000964_post_disaster_r512_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000964_post_disaster_r768_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000964_post_disaster_r768_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000978_post_disaster_r256_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000978_post_disaster_r512_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000978_post_disaster_r512_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000987_post_disaster_r0_c768,socal-fire,0.0767364501953125,True,5029,5180,3880,1300,1149,59207,0.7601136252326379,0.6130510349186286,
socal-fire_00000987_post_disaster_r256_c256,socal-fire,0.0100250244140625,True,657,1905,459,1446,198,63433,0.3583138173302108,0.21825962910128388,
socal-fire_00000987_post_disaster_r256_c512,socal-fire,0.0346832275390625,True,2273,2180,1565,615,708,62648,0.7028969234224118,0.5418975069252078,
socal-fire_00000987_post_disaster_r256_c768,socal-fire,0.014495849609375,True,950,0,0,0,950,64586,0.0,0.0,
socal-fire_00000987_post_disaster_r768_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00000991_post_disaster_r512_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001012_post_disaster_r768_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001012_post_disaster_r768_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001023_post_disaster_r0_c0,socal-fire,0.0718231201171875,True,4707,4953,3576,1377,1131,59452,0.7403726708074534,0.5877712031558185,
socal-fire_00001023_post_disaster_r256_c0,socal-fire,0.1673583984375,True,10968,3364,2684,680,8284,53888,0.3745464694390176,0.23042582417582416,
socal-fire_00001023_post_disaster_r256_c256,socal-fire,0.00592041015625,True,388,0,0,0,388,65148,0.0,0.0,
socal-fire_00001023_post_disaster_r512_c0,socal-fire,0.0458221435546875,True,3003,4942,2327,2615,676,59918,0.5857772183763373,0.4142043431826273,
socal-fire_00001023_post_disaster_r512_c256,socal-fire,0.0832672119140625,True,5457,3652,3370,282,2087,59797,0.7399275441870677,0.5872103153859557,
socal-fire_00001023_post_disaster_r768_c0,socal-fire,0.062744140625,True,4112,4354,3274,1080,838,60344,0.7734467280888259,0.6305855161787365,
socal-fire_00001023_post_disaster_r768_c256,socal-fire,0.0429229736328125,True,2813,0,0,0,2813,62723,0.0,0.0,
socal-fire_00001023_post_disaster_r768_c512,socal-fire,0.0211944580078125,True,1389,0,0,0,1389,64147,0.0,0.0,
socal-fire_00001081_post_disaster_r256_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001081_post_disaster_r512_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001081_post_disaster_r768_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001082_post_disaster_r0_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001082_post_disaster_r0_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001082_post_disaster_r256_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001088_post_disaster_r0_c256,socal-fire,0.012725830078125,True,834,419,316,103,518,64599,0.5043894652833201,0.33724653148345785,
socal-fire_00001088_post_disaster_r0_c512,socal-fire,0.010223388671875,True,670,167,167,0,503,64866,0.39904420549581837,0.24925373134328357,
socal-fire_00001088_post_disaster_r0_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001088_post_disaster_r256_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001088_post_disaster_r256_c256,socal-fire,0.0083770751953125,True,549,881,302,579,247,64408,0.4223776223776224,0.26773049645390073,
socal-fire_00001088_post_disaster_r256_c512,socal-fire,0.013946533203125,True,914,2190,863,1327,51,63295,0.5560567010309279,0.3850959393128068,
socal-fire_00001088_post_disaster_r512_c0,socal-fire,0.037811279296875,True,2478,2290,1685,605,793,62453,0.7067953020134228,0.5465455724943237,
socal-fire_00001088_post_disaster_r512_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001088_post_disaster_r512_c512,socal-fire,0.0126800537109375,True,831,0,0,0,831,64705,0.0,0.0,
socal-fire_00001088_post_disaster_r512_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001088_post_disaster_r768_c512,socal-fire,0.020721435546875,True,1358,0,0,0,1358,64178,0.0,0.0,
socal-fire_00001088_post_disaster_r768_c768,socal-fire,0.0525665283203125,True,3445,2455,1830,625,1615,61466,0.6203389830508474,0.44963144963144963,
socal-fire_00001102_post_disaster_r0_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001102_post_disaster_r512_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001106_post_disaster_r256_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001106_post_disaster_r256_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001106_post_disaster_r512_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001112_post_disaster_r256_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001112_post_disaster_r512_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001120_post_disaster_r0_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001120_post_disaster_r256_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001120_post_disaster_r768_c768,socal-fire,0.00762939453125,True,500,0,0,0,500,65036,0.0,0.0,
socal-fire_00001166_post_disaster_r256_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001166_post_disaster_r768_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001167_post_disaster_r0_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001167_post_disaster_r256_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001167_post_disaster_r256_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001171_post_disaster_r256_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001179_post_disaster_r512_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001179_post_disaster_r768_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001179_post_disaster_r768_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001180_post_disaster_r256_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001180_post_disaster_r512_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001184_post_disaster_r0_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001184_post_disaster_r0_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001184_post_disaster_r512_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001184_post_disaster_r768_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001185_post_disaster_r768_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001195_post_disaster_r256_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001195_post_disaster_r768_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001195_post_disaster_r768_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001197_post_disaster_r0_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001197_post_disaster_r512_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001197_post_disaster_r768_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001197_post_disaster_r768_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001203_post_disaster_r256_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001203_post_disaster_r512_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001203_post_disaster_r512_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001206_post_disaster_r0_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001206_post_disaster_r768_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001227_post_disaster_r0_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001227_post_disaster_r512_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001228_post_disaster_r0_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001242_post_disaster_r0_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001242_post_disaster_r256_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001242_post_disaster_r256_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001242_post_disaster_r512_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001242_post_disaster_r768_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001259_post_disaster_r0_c768,socal-fire,0.032562255859375,True,2134,1808,1649,159,485,63243,0.8366311516996449,0.7191452245965984,
socal-fire_00001259_post_disaster_r256_c256,socal-fire,0.0091552734375,True,600,274,226,48,374,64888,0.517162471395881,0.3487654320987654,
socal-fire_00001259_post_disaster_r512_c0,socal-fire,0.0137786865234375,True,903,0,0,0,903,64633,0.0,0.0,
socal-fire_00001259_post_disaster_r512_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001259_post_disaster_r768_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001259_post_disaster_r768_c768,socal-fire,0.006134033203125,True,402,0,0,0,402,65134,0.0,0.0,
socal-fire_00001278_post_disaster_r0_c0,socal-fire,0.00836181640625,True,548,466,326,140,222,64848,0.6429980276134122,0.4738372093023256,
socal-fire_00001278_post_disaster_r0_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001278_post_disaster_r512_c768,socal-fire,0.0111541748046875,True,731,0,0,0,731,64805,0.0,0.0,
socal-fire_00001292_post_disaster_r0_c768,socal-fire,0.0,False,0,845,0,845,0,64691,,,0.0128936767578125
socal-fire_00001292_post_disaster_r512_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001303_post_disaster_r0_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001303_post_disaster_r256_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001303_post_disaster_r256_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001303_post_disaster_r256_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001303_post_disaster_r512_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001304_post_disaster_r0_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001304_post_disaster_r0_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001323_post_disaster_r0_c768,socal-fire,0.036651611328125,True,2402,3953,1552,2401,850,60733,0.4884343036978757,0.3231313762231938,
socal-fire_00001323_post_disaster_r256_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001323_post_disaster_r256_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001323_post_disaster_r256_c768,socal-fire,0.0488433837890625,True,3201,0,0,0,3201,62335,0.0,0.0,
socal-fire_00001323_post_disaster_r512_c0,socal-fire,0.0208282470703125,True,1365,1732,1249,483,116,63688,0.8065870196964805,0.6758658008658008,
socal-fire_00001347_post_disaster_r256_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001347_post_disaster_r512_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001357_post_disaster_r256_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001357_post_disaster_r512_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001357_post_disaster_r512_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001357_post_disaster_r768_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001357_post_disaster_r768_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001364_post_disaster_r0_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001364_post_disaster_r512_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001364_post_disaster_r768_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001377_post_disaster_r0_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001377_post_disaster_r512_c0,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001377_post_disaster_r512_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001377_post_disaster_r512_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001391_post_disaster_r0_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001391_post_disaster_r256_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001391_post_disaster_r768_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001391_post_disaster_r768_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001396_post_disaster_r512_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001396_post_disaster_r768_c256,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001396_post_disaster_r768_c768,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
socal-fire_00001397_post_disaster_r768_c512,socal-fire,0.0,False,0,0,0,0,0,65536,,,0.0
